species,sample_size,position,coord,density
rat,10000,1.85,0.0027602521760744687,56.64473059051542
rat,10000,1.85,0.0027903064297662775,51.75949900485614
rat,10000,1.85,0.002820360683458086,47.218487864705935
rat,10000,1.85,0.002850414937149895,43.09214840686563
rat,10000,1.85,0.0028804691908417036,39.45809121745001
rat,10000,1.85,0.0029105234445335115,36.37783647239
rat,10000,1.85,0.0029405776982253202,33.868248923603154
rat,10000,1.85,0.002970631951917129,31.88054476485796
rat,10000,1.85,0.0030006862056089377,30.296170481630224
rat,10000,1.85,0.0030307404593007464,28.942248468289126
rat,10000,1.85,0.003060794712992555,27.623274334693356
rat,10000,1.85,0.003090848966684363,26.162038326211608
rat,10000,1.85,0.0031209032203761717,24.44086908273411
rat,10000,1.85,0.0031509574740679804,22.433362586476804
rat,10000,1.85,0.003181011727759789,20.217109604979687
rat,10000,1.85,0.003211065981451598,17.961013453221007
rat,10000,1.85,0.0032411202351434066,15.887298509822996
rat,10000,1.85,0.0032711744888352145,14.21660213375087
rat,10000,1.85,0.003301228742527023,13.11099957089861
rat,10000,1.85,0.003331282996218832,12.631100246978278
rat,10000,1.85,0.0033613372499106406,12.718724361557676
rat,10000,1.85,0.0033913915036024493,13.208420448678659
rat,10000,1.85,0.003421445757294258,13.862933851684724
rat,10000,1.85,0.003451500010986067,14.422502883987754
rat,10000,1.85,0.0034815542646778747,14.656236446306577
rat,10000,1.85,0.0035116085183696834,14.404872383350314
rat,10000,1.85,0.003541662772061492,13.606751985098962
rat,10000,1.85,0.003571717025753301,12.302388484728528
rat,100000,2.85,0.00018010757422332505,129.25445404580978
rat,100000,2.85,0.00019108173657644397,188.02939389368103
rat,100000,2.85,0.0002020558989295629,265.5693125294495
rat,100000,2.85,0.0002130300612826818,364.4364449919624
rat,100000,2.85,0.00022400422363580072,486.1692010770744
rat,100000,2.85,0.00023497838598891965,630.8160638071906
rat,100000,2.85,0.00024595254834203857,796.6048280821606
rat,100000,2.85,0.0002569267106951575,979.8498837942986
rat,100000,2.85,0.0002679008730482764,1175.1824328463692
rat,100000,2.85,0.00027887503540139535,1376.1345019249611
rat,100000,2.85,0.00028984919775451427,1576.0176999142445
rat,100000,2.85,0.00030082336010763314,1768.9353053524508
rat,100000,2.85,0.0003117975224607521,1950.6818502480544
rat,100000,2.85,0.000322771684813871,2119.2478143806024
rat,100000,2.85,0.0003337458471669899,2274.695123851896
rat,100000,2.85,0.00034472000952010884,2418.3312505458916
rat,100000,2.85,0.00035569417187322777,2551.3617509511637
rat,100000,2.85,0.0003666683342263467,2673.444061130912
rat,100000,2.85,0.0003776424965794656,2781.6770074568076
rat,100000,2.85,0.00038861665893258454,2870.4768380946603
rat,100000,2.85,0.0003995908212857034,2932.533947523294
rat,100000,2.85,0.0004105649836388224,2960.690025355337
rat,100000,2.85,0.00042153914599194126,2950.222216129283
rat,100000,2.85,0.00043251330834506024,2900.7928067705184
rat,100000,2.85,0.0004434874706981791,2817.344915925285
rat,100000,2.85,0.0004544616330512981,2709.5423296932213
rat,100000,2.85,0.00046543579540441696,2589.859566352288
rat,100000,2.85,0.00047640995775753584,2470.90035847798
rat,100000,2.85,0.0004873841201106548,2362.746420698569
rat,100000,2.85,0.0004983582824637737,2271.047659182155
rat,100000,2.85,0.0005093324448168927,2196.2630130116745
rat,100000,2.85,0.0005203066071700115,2134.1192338850483
rat,100000,2.85,0.0005312807695231305,2077.083999600513
rat,100000,2.85,0.0005422549318762494,2016.4611084656674
rat,100000,2.85,0.0005532290942293684,1944.5928353863915
rat,100000,2.85,0.0005642032565824872,1856.6333931383615
rat,100000,2.85,0.0005751774189356062,1751.4988137005623
rat,100000,2.85,0.0005861515812887251,1631.8814003955822
rat,100000,2.85,0.000597125743641844,1503.4972383764184
rat,100000,2.85,0.0006080999059949629,1373.8563840321647
rat,100000,2.85,0.0006190740683480818,1250.794123327848
rat,100000,2.85,0.0006300482307012008,1140.9270141148154
rat,100000,2.85,0.0006410223930543197,1048.249894301267
rat,100000,2.85,0.0006519965554074386,973.2442464033717
rat,100000,2.85,0.0006629707177605575,912.9204924170575
rat,100000,2.85,0.0006739448801136764,861.9770032423879
rat,100000,2.85,0.0006849190424667954,814.7621014606666
rat,100000,2.85,0.0006958932048199142,767.2597705467177
rat,100000,2.85,0.0007068673671730332,718.2242600948532
rat,100000,2.85,0.0007178415295261521,668.9839052361409
rat,100000,2.85,0.0007288156918792711,622.1102638272296
rat,100000,2.85,0.0007397898542323899,579.70566088471
rat,100000,2.85,0.0007507640165855089,542.1873401224781
rat,100000,2.85,0.0007617381789386278,508.10518475657614
rat,100000,2.85,0.0007727123412917467,474.952214257422
rat,100000,2.85,0.0007836865036448656,440.43847541545784
rat,100000,2.85,0.0007946606659979845,403.5363107964089
rat,100000,2.85,0.0008056348283511035,364.81205038237175
rat,100000,2.85,0.0008166089907042224,325.9866338069468
rat,100000,2.85,0.0008275831530573413,289.06403537538074
rat,100000,2.85,0.0008385573154104602,255.52171067057884
rat,100000,2.85,0.0008495314777635792,225.9236874687857
rat,100000,2.85,0.000860505640116698,200.02258300518267
rat,100000,2.85,0.000871479802469817,177.16093468326454
rat,100000,2.85,0.0008824539648229359,156.6950954953514
rat,100000,2.85,0.0008934281271760548,138.24242930555948
rat,100000,2.85,0.0009044022895291738,121.69882483934151
rat,100000,2.85,0.0009153764518822926,107.09223608758326
rat,100000,2.85,0.0009263506142354116,94.38881424877906
rat,100000,2.85,0.0009373247765885305,83.36061907797217
rat,100000,2.85,0.0009482989389416495,73.5806524299785
